id,altura,fnac,fortuna,nacionalidad,nombre,peso
726,0,0,11000000000.0,Hong Kong,Pollyanna Yuet Wah Chu,0
727,0,0,10600000000.0,Italian,Massimiliana Landini Aleotti,0
728,0,0,10400000000.0,German,Beate Heister,0
729,2.16,"October 2, 1982",55000000.0,American,Tyson Cleotis Chandler,109.0
730,1.98,"April 20, 1971 ",55000000.0,American,Allan Wade Houston,93.0
731,1.88,"May 28, 1938",55000000.0,United States,Jerry Alan West,84.0
732,0,"February 10, 1985",53000000.0,American,Paul Millsap,115.0
733,1.85,"February 22, 1986",51000000.0,American,Rajon Pierre Rondo,84.0
734,1.96,"July 20, 1975 ",50000000.0,United States,"Walter Ray Allen, Jr.",93.0
735,2.01,"June 21, 1980",50000000.0,American,Richard Allen Jefferson,104.0
736,0,0,10200000000.0,Indonesian,Tan Siok Tijen,0
737,0,1960,9590000000.0,American,Pamela Diane Mars-Wright,0
738,0,0,9590000000.0,American,Victoria B. Mars,0
739,0,"January 1, 1952",9310000000.0,Australian,Blair Parry-Okeden,0
740,0,"March  20, 1950",8260000000.0,Indian,Savitri Devu Jindal,0
741,0,0,7910000000.0,Spain,Sandra Ortega Mera,0
742,0,1957,7650000000.0,Israel- American,Shari Arison,0
743,0,"June 6, 1952 ",7140000000.0,Swedish,Kirsten Rausing,0
744,0,1958,30200000000.0,Chinese,Hui Ka Yan,0
745,0,"June 13, 1928",27700000000.0,Hong Kong-Canada,Ka-shing Li,0
746,0,1950,27400000000.0,French,Gerard Wertheimer,0
747,0,1949,27400000000.0,French,Alain Wertheimer ,0
748,0,0,27400000000.0,French,Alain and Gerard Wertheimer,0
749,1.78,"January 21, 1953",27100000000.0,United States,Paul Gardner Allen,0
750,0,"June 12, 1957",27000000000.0,Canada,David Kenneth Roy Thomson,0
751,0,"January 29, 1928",26200000000.0,Hong Kong,Lee Shau-kee ,0
752,0, 28 May 1962,25500000000.0,France,François-Henri Pinault,0
753,0,"June 14, 1957",25300000000.0,United States,Leonid Valentinovich Blavatnik,0
754,0,"March 11, 1931",24100000000.0,Australian-American,Keith Rupert Murdoch,0
755,0,"August 11, 1955",23800000000.0,Russian,Leonid Mikhelson,0
756,0,"September 24, 1939",23200000000.0,German,Dieter Schwarz,0
757,0,0,22900000000.0,Irish,Pallonji Shapoorji Mistry,0
758,0,"July 24, 1945",22200000000.0,Indian,Azim Hashim Premji,0
759,1.6,"January 28, 1950 ",20000000.0,United States,Barbara Lynn Klein,49.0
760,1.76,"August 11, 1974",20000000.0,American,0,0
761,1.77,"May 25, 1973",20000000.0,American,0,0
762,1.73,"August 6, 1978",20000000.0,American,Marisa Lee Bertetta,50.0
763,1.78, 23 January 1985,19000000.0,Netherlands,Doutzen Kroes,54.0
764,1.75,"April 20, 1983 ",18000000.0,Australian,Miranda May Kerr,56.0
765,1.75,"May 10, 1965",18000000.0,Canadian,Linda Evangelista ,0
766,1.8,"March 5, 1975",18000000.0,American,Nicole Renee Taylor,62.6
767,0,"July 24, 1975",18000000.0,American,Samantha Torrie Wilson,60.0
768,1.73,"August 12, 1992",18000000.0,English,Cara Jocelyn Delevingne,0
769,0,"November 14, 1979",18000000.0,French,Olga Kostyantynivna Kurylenko,0
770,1.78,"January 2, 1969",18000000.0,United States,Christy Turlington Burns ,0
771,1.75,"July 25, 1976",17000000.0,American,Linda Ann Hopkins,55.0
772,1.91,"February 19, 1980",16000000.0,United Kingdom,David James Gandy,0
773,1.6,"April 20, 1972",16000000.0,American,Tara Leigh Patrick,49.8
774,0,"November 19, 1983",16000000.0,Ukrainian-Canadian,0,0
775,1.83,"July 2, 1956",15000000.0,American,Jerry Faye Hall,0
776,1.9,"August 4, 1968",15000000.0,Swedish,Marcus Lodewijk Schenkenberg van Mierop,80.0
777,0," January 3, 1961 ",21100000000.0,Russia,Vladimir Olegovich Potanin,0
778,0,"May 7, 1956",21100000000.0,Russia,Vladimir Lisin,0
779,0,"February 16, 1936",20100000000.0,United States,Carl Celian Icahn ,0
780,0,"August 29, 1931",20000000000.0,United Kingdom,Sir Evelyn Robert Adrian de Rothschild,0
781,0,22 May 1935,19600000000.0,Italian,Leonardo Del Vecchio,0
782,0,"March 19, 1933 ",19000000000.0,American,Leonard A. Lauder,0
783,0,1939,18300000000.0,Brazil,Joseph Safra,0
784,0,"August 11, 1957",17700000000.0,Japanese,Masayoshi Son,0
785,0,6 October 1923,17300000000.0,Malaysian-Chinese,Robert Kuok Hock Nien,0
786,0,1938,17300000000.0,Thailand,Dhanin Chearavanont,0
787,1.68,"March 5, 1974",15000000.0,American,Eva Mendes,0
788,1.71," October 1, 1965",15000000.0,United States,Cynthia Dawn Margolis,54.0
789,0,"July 25, 1995",15000000.0,Brazilian,Samara Martins,0
790,0,"January 11, 1964 ",15000000.0,"Dutch, American",Yolanda Foster,0
791,1.91,"March 15, 1959",15000000.0,Italy,Fabio Lanzoni,0
792,1.78,"July 23, 1968",15000000.0,United States,Stephanie Michelle Seymour,0
793,1.75,"December 23, 1967",15000000.0,Italian and French,Carla Gilberta Bruni Tedeschi,0
794,1.8,"April 29, 1954 ",920000000.0,American,"Jerome ""Jerry"" Seinfeld",77.0
795,1.82,"September 16, 1956",900000000.0,American,David Seth Kotkin,0
796,0,"December 21, 1950",900000000.0,American,Jeffrey Katzenberg,0
797,0,0,900000000.0,British,The Rolling Stones,0
798,1.73,"September 21, 1943",900000000.0,United States,Jerome Leon Bruckheimer,0
799,0,"November 4, 1969",825000000.0,American,Sean John Combs,86.0
800,0,"March 31, 1935",850000000.0,American,"Herbert ""Herb"" Alpert",0
801,0,"April 1, 1953 ",60000000.0,American,Barry Sonnenfeld,0
802,1.8,"January 20, 1946",60000000.0,American,David Keith Lynch,0
803,1.83,"March 10, 1953",60000000.0,Canadian,Paul Edward Haggis,0
804,1.85,"October 19, 1966",60000000.0,United States,Jonathan Kolia Favreau,0
805,0,"October 23, 1959",55000000.0,American,Samuel Marshall Raimi,0
806,0,"September 27, 1932",50000000.0,India,Yash Raj Chopra,0
807,1.82,"April 23, 1954",50000000.0,American,Michael Francis Moore,0
808,0,"September 15, 1946",50000000.0,American,William Oliver Stone,0
809,1.83,"June 26, 1970",50000000.0,American,Paul Thomas Anderson,0
810,1.8,"August 6, 1970",50000000.0,American,Manoj Shyamalan,0
811,1.88,"June 20, 1968",50000000.0,Mexican-American ,Robert Anthony Rodríguez,90.0
812,0,"November 13, 1934",50000000.0,American,Garry Kent Marshall,0
813,1.68,"January 6, 1968",50000000.0,American,John Daniel Singleton,0
814,1.75,"November 22, 1940",50000000.0,British,Terrence Vance Gilliam,0
815,0,"July 24, 1952",50000000.0,American,Gus Greene Van Sant Junior,0
816,0,"April 6, 1962",50000000.0,United States,Steven E. Levitan,0
817,1.65," August 18, 1933",45000000.0,Franco-Polish,Rajmund Roman Thierry Polański,60.0
818,0,26 July 1961,125000000.0,British,David Jonathan Heyman,0
819,1.7,"June 27, 1966",120000000.0,American,Jeffrey Jacob Abrams,0
820,0,"July 25, 1961",120000000.0,American,Darren Bennett Star,0
821,0,"April 14, 1964",120000000.0,American,Michael Lawrence Fleiss,0
822,0,1957,118240000.0,British,Moya Doherty and John McColgan,0
823,1.68,"August 7, 1958",115000000.0,English,Paul Bruce Dickinson,0
824,0,9 July 1949,110000000.0,British,Nigel Lythgoe,0
825,0,"December 26, 1939",100000000.0,American,Harvey Phillip Spector,0
826,1.88,"April 24, 1930",100000000.0,American,Richard Donald Schwartzberg,0
827,0,"November 9, 1965",100000000.0,American,Ryan Patrick Murphy,0
828,0,"May 24, 1974",100000000.0,British,Dan Houser,0
829,0,"December 1, 1956",100000000.0,American,Larry Clive Charles,0
830,0,"October 27, 1946",100000000.0,Slovak-Canadian,Ivan Reitman,0
831,0,"August 17, 1968",100000000.0,American,Anthony E. Zuiker,0
832,1.7,"July 12, 1951",100000000.0,United States,Brian Thomas Grazer,0
833,0,"September 12, 1957",90000000.0,"German, American",Hans Florian Zimmer ,0
834,1.73,"February 5, 1943",90000000.0,American,Michael Kenneth Mann,0
835,0,"June 9, 1961",80000000.0,American,Aaron Benjamin Sorkin,0
836,0,"November 22, 1963",80000000.0,American,Brian Levine,0
837,0,"October 13, 1957",40000000.0,American,Chris Carter,0
838,0,"July 19, 1962",40000000.0,American,Anthony Charles Edwards,0
839,0,"November 27, 1951 ",40000000.0,American,Kathryn Ann Bigelow,0
840,0,"August 2, 1939",40000000.0,American,Wesley Earl Craven,0
841,1.8,"September 11, 1940",40000000.0,American,Brian Russell De Palma,0
842,1.88,"August 9, 1968",40000000.0,American,Joseph McGinty Nichol,0
843,1.68,"March 20, 1957",40000000.0,American,Shelton Jackson Lee,0
844,1.78,"February 22, 1944",40000000.0,American,Robert Jonathan Demme,0
845,0,"August 22, 1945",80000000.0,American,David Henry Chase,0
846,0,1972,80000000.0,English,Sam Houser,0
847,0,"September 20, 1948",80000000.0,American,George Raymond Richard Martin,0
848,0,"February 10, 1958 ",80000000.0,United States,Vladimir Nikitich Afanasieff,0
849,0,"October 17, 1962",75000000.0,American,"Michael Craig ""Mike"" Judge",0
850,0,0,75000000.0,British,Sarah King,0
851,1.6,"December 22, 1972",150000000.0,France,Vanessa Chantal Paradis,0
852,0,"October 5, 1951",150000000.0,Ireland,Robert Frederick Zenon Geldof,0
853,0,"April 5, 1973",150000000.0,United States,Pharrell Williams,0
854,1.59,"July 10, 1980",150000000.0,United States,Jessica Ann Simpson,0
855,0,"July 10, 1961",145000000.0,Hong Kong,Jacky Cheung,0
856,0,"June 10, 1965",140000000.0,American,Terry Wayne Fator,0
857,0,"May 17, 1961",140000000.0,Irish,Eithne Pádraigín Ní Bhraonáin,0
858,1.75,5 May 1988,135000000.0,United Kingdom,Adele Laurie Blue Adkins,75.5
859,0,"January 25, 1981",130000000.0,United States,Alicia Augello Cook,0
860,1.82,"January 20, 1952",125000000.0,American,Stanley Harvey Eisen,0
861,0,"April 3, 1942",120000000.0,American,Carson Wayne Newton,0
862,0,"July 15, 1946",115000000.0,American,Linda Marie Ronstadt,0
863,1.73,"February 17, 1991",110000000.0,British,"Edward Christopher Sheeran, MBE",82.0
864,0,"September 8, 1979 ",110000000.0,American,Alecia Beth Moore,0
865,0,"May 13, 1950",110000000.0,American,Stevland Hardaway Judkins,0
866,0,"February 28, 1977",110000000.0,American,Jason Aldine Williams,0
867,0,27 July 1942,100000000.0,American,Bobbie Lee Gentry,57.0
868,0,"February 19, 1940",100000000.0,American,"William Robinson, Jr.",0
869,0,"August 6, 1982",100000000.0,American,Benjamin Zachary Bronfman,0
870,0,0,100000000.0,United States,0,0
871,0,"March 28, 1955",95000000.0,American,Reba Nell McEntire ,0
872,0,"May 2, 1936",90000000.0,English,Arnold George Dorsey,0
873,0,5 October 1947,90000000.0,United Kingdom,Brian Johnson,0
874,1.91,"May 8, 1975",85000000.0,Spanish,Enrique Miguel Iglesias Preysler ,0
875,0,"June 22, 1936",80000000.0,American,Kristoffer Kristofferson,0
876,1.96,"February 13, 1971",31000000.0,Swedish,Mats Johan Sundin,107.0
877,1.68,"June 29, 1968",30000000.0,Canadian,Theoren Wallace Fleury,82.0
878,1.8,"August 7, 1987",30000000.0,Canadian,Sidney Patrick Crosby,91.0
879,0,"March 12, 1983",30000000.0,Finnish,Mikko Sakari Koivu,101.0
880,0,"March 9, 1985",30000000.0,Canadian,William Brent Burns,105.0
881,1.93,"May 10, 1985",30000000.0,Canadian,Ryan Getzlaf,100.0
882,1.85,"June 5, 1980",30000000.0,Canadian,Michael Andrew Fisher ,98.0
883,1.7779999979426,"July 17, 1977",30000000.0,Canadian,0,86.63614274265225
884,1.85,"August 31, 1973",30000000.0,Canadian,0,91.0
885,1.93,"February 28, 1973",30000000.0,Canadian,Eric Bryan Lindros,109.0
886,0,"July 3, 1973 ",26600000.0,Canadian,Adrian Mark Aucoin ,94.0
887,0,"March 18, 1977",26000000.0,Slovak,Zdeno Chára,116.0
888,0,"March 20, 1984",25000000.0,Finnish,Valtteri Filppula,88.0
889,0,"December 7, 1984",25000000.0,Czech,Milan Michalek,102.0
890,0,"December 12, 1985",25000000.0,Canadian,Andrew Locklan Ladd,93.0
891,1.93,"July 31, 1986",25000000.0,Russia,"Evgeni Vladimirovich ""Geno"" Malkin",88.6
892,0,"July 11, 1984",24000000.0,American,Joseph James Pavelski,88.0
893,0,"March 20, 1983",24000000.0,Canadian,Dennis Earl Wideman,91.0
894,1.93,"August 14, 1985",24000000.0,Canadian,Shea Michael Weber,106.0
895,0,"January 12, 1988",23000000.0,Canadian,Claude Giroux ,83.0
896,1.78,"January 29, 1965",23000000.0,Czech,Dominik Hasek,75.0
897,0,"June 7, 1988",22500000.0,Canadian,Milan Lucic,107.0
898,0,"April 24, 1987",22000000.0,Canadian,Kristopher Allen Letang,91.0
899,0,"May 29, 1985",22000000.0,Canadian,Nathan Russell Horton,104.0
900,1.85,"January 13, 1973",22000000.0,Russian,Nikolai Ivanovich Khabibulin,94.0
901,0,"September 25, 1979",1000000000.0,Italian,Sandro Salsano,0
902,0,1945,1000000000.0,United States,Robert T. Bigelow,0
903,0,0,900000000.0,American,Gary Tharaldson,0
904,0,"November 21, 1948",800000000.0,American,George Zimmer,0
905,0,0,750000000.0,United States,David McCourt,0
906,0,"November 20, 1955",650000000.0,United States,Raymond Ozzie,0
907,0,18 September 1973,500000000.0,"South African, British (dual)",Mark Richard Shuttleworth,0
908,0,"December 29, 1947",500000000.0,American,John Staluppi,0
909,0,"November 26, 1983",450000000.0,American,Chris Hughes,0
910,0,"November 12, 1969",400000000.0,United States,Owen Van Natta,0
911,0,1928,400000000.0,United States,Karl Eller,0
912,0,1984,400000000.0,United States,Kevin Systrom,0
913,0,1943,350000000.0,United States,Norman J. Pattiz,0
914,0,0,320000000.0,United Kingdom,0,0
915,0,"March 16, 1961",300000000.0,Canadian,Todd McFarlane,0
916,0,0,300000000.0,United States,Zachary Bogue,0
917,0,0,300000000.0,American,Pleasant Williams Thiele,0
918,0,0,300000000.0,United States,Omar Hamoui,0
919,0,"March 27, 1948",250000000.0,United Kingdom,James William Heselden,0
920,0,"March 2, 1962",200000000.0,United States,0,0
921,0,0,200000000.0,United States,Scott Boilen,0
922,0,0,200000000.0,United States,Jay Penske ,0
923,2.0,"January 21, 1974",200000000.0,Germany-Finland,Kim Schmitz,132.0
924,0,"March 10, 1974",200000000.0,United States,Christopher Isaac Stone,0
925,1.85,"July 1, 1952",135000000.0,Canadian,"Daniel Edward ""Dan"" Aykroyd, CM",0
926,1.96,"May 27, 1968",50000000.0,United States,"Frank Edward Thomas, Jr.",109.0
927,1.83,"June 26, 1974",50000000.0,United States,Jason Daniel Kendall,82.0
928,1.88,"November 28, 1965",50000000.0,American,Matthew Derrick Williams,0
929,1.85,"March 7, 1968",50000000.0,American,Jeffrey Franklin Kent,0
930,1.77,"October 22, 1973 ",50000000.0,United States-Japan,Ichiro Suzuki,77.0
931,0,"December 30, 1976",46000000.0,American,Anthony John Pierzynski,107.0
932,1.83,"July 23, 1973",45000000.0,American,Anthony Nomar Garciaparra,75.0
933,1.93,"November 18, 1975",45000000.0,United States-Dominican Republic,David Américo Ortiz Arias,113.0
934,1.54,"May 21, 1941",45000000.0,American,Robert Joseph Cox,82.0
935,1.93,"January 3, 1977",45000000.0,American,Allan James Burnett,104.0
936,1.83,"February 5, 1968",40000000.0,American,Roberto Alomar Velázquez,0
937,0,"August 25, 1987",40000000.0,American,Justin Irvin Upton,93.0
938,0,"August 19, 1982",40000000.0,American,James Jerry Hardy,90.0
939,1.88,"June 12, 1974",40000000.0,Japanese,Hideki Matsui,95.0
940,1.91,"March 19, 1988 ",40000000.0,United States,Clayton Edward Kershaw,0
941,1.8,"June 15, 1984",40000000.0,American,Timothy Leroy Lincecum ,0
942,1.91,"April 14, 1966 ",40000000.0,American,David Christopher Justice,88.0
943,1.91,"April 8, 1986",40000000.0,Venezuela,Félix Abraham Hernández García,104.0
944,1.88,"September 20, 1978",40000000.0,Canadian,"September 20, 1978",0
945,1.83,"October 22, 1982",40000000.0,United States,Robinson José Canó Mercedes,0
946,0,"December 20, 1981",38000000.0,American,James Anthony Shields,97.0
947,0,"February 15, 1983",35000000.0,Canadian,"Russell Nathan Coltrane Jeanson Martin, Jr.",93.0
948,0,"May 28, 1982",35000000.0,Dominican,Jhonny Antonio Peralta,98.0
949,0,"March 21, 1982",35000000.0,American,Aaron Walter Hill,93.0
950,1.75,"November 30, 1980",35000000.0,American,Shane Patrick Trevor Underwood Victorino,0
951,1.68,"October 15, 1942",45000000.0,American,Carole Penny Marshall,0
952,1.53,"June 26, 1993",45000000.0,American,Ariana Joan Grande,44.0
953,1.75,"May 14, 1969",45000000.0,Australian,Catherine Élise Blanchett,0
954,1.65,"November 13, 1955",45000000.0,United States,Caryn Elaine Johnson,0
955,1.73,"November 19, 1961",45000000.0,United States,Margaret Mary Emily Anne Hyra,54.0
956,1.68,"June 22, 1949",45000000.0,United States,Mary Louise Streep,64.0
957,1.69,"September 25, 1969",45000000.0,United Kingdom(Welsh),Catherine Zeta Jones,59.0
958,1.64,"May 18, 1970",45000000.0,United States,Elizabeth Stamatina Fey,54.0
959,1.63,"April 25, 1969",45000000.0,United States,Renée Kathleen Zellweger,54.0
960,1.64,"December 4, 1964",43000000.0,United States,Marisa Tomei ,0
961,1.66,"September 22, 1961",42000000.0,American,Catherine Oxenberg ,0
962,1.73,"July 1, 1982",42000000.0,United Kingdom,Kiera Sunshine Chaplin,0
963,1.58,"March 4, 1958",40000000.0,American,Patricia Helen Heaton,0
964,1.76,"December 17, 1975",40000000.0,American,Milica Natasha Jovovich,0
965,1.7,"November 10, 1969",40000000.0,American,Ellen Kathleen Pompeo,0
966,1.73,"April 17, 1972",40000000.0,American,Jennifer Anne Garner Affleck ,54.0
967,1.63,"February 6, 1917",40000000.0,"Hungary, United States (Dual)",Sári Gábor,0
968,1.73,"February 17, 1954",40000000.0,American,Rene Marie Russo,0
969,0,"April 15, 1933",40000000.0,American,Elizabeth Victoria Montgomery,0
970,1.63,"August 6, 1962",40000000.0,Malaysian,Tan Sri Michelle Yeoh Choo-Kheng,0
971,1.65,"July 5, 1963",40000000.0,American,Edith Falco,58.0
972,1.83,"January 21, 1956",38000000.0,American,Virginia Elizabeth Davis,65.31730133477448
973,1.68,"April 19, 1979",38000000.0,United States,Kate Garry Hudson,52.0
974,1.71,"December 8, 1953",36000000.0,American,Kimila Ann Basinger,0
975,0,"November 21, 1937",35000000.0,American,Margaret Julia Thomas,0
976,0,"August 18, 1980",49200000.0,Argentine,Esteban Matias Cambiasso Deleau,78.0
977,0,"March 10, 1985",48800000.0,French,Lassana Diarra,73.0
978,1.8,"April 9, 1975",46500000.0,United Kingdom,Robert Bernard Fowler,0
979,1.83,20 June 1978,45000000.0,United Kingdom,Frank James Lampard,78.7
980,1.76," November 8, 1981",45000000.0,English,Joseph John Cole,0
981,1.76,"September 13, 1973 ",45000000.0,Italian,Fabio Cannavaro,75.0
982,1.72,"January 25, 1984 ",45000000.0,Brazil,Robson de Souza,60.0
983,0,"July 12, 1995",44500000.0,English,Luke Paul Hoare Shaw,75.0
984,1.78,"August 10, 1971",44000000.0,Ireland,Royston Maurice Keane,0
985,0,"September 2, 1988",42400000.0,Spanish,Javier Martinez Aginada,78.0
986,1.84," December 19, 1987",40000000.0,French,Karim Mostafa Benzema,85.0
987,0,"September 26, 1983",40000000.0,Portuguese,Ricardo Andrade Quaresma Bernardo,0
988,1.92,"February 2, 1987",40000000.0,Spanish,Gerard Piqué Bernabeu,87.0
989,1.85,"February 14, 1987",40000000.0,Uruguayan,Edinson Roberto Cavani Gómez,0
990,1.75,"June 8, 1984",40000000.0,Argentinian,Javier Alejandro Mascherano,77.0
991,0,"November 3, 1979",37200000.0,Argentine,Pablo Cesar Aimar Giordano,62.0
992,1.96,"May 20, 1982",36000000.0,Czech Republic,Petr Cech,0
993,1.88,12 August 1990,35000000.0,Italian,Mario Barwuah Balotelli,80.0
994,1.75,"June 3, 1992 ",35000000.0,Germany,Mario Götze,0
995,1.77,"November 30, 1960",35000000.0,British,Gary Winston Lineker,74.0
996,2.03,"January 30, 1981",35000000.0,United Kingdom,Peter James Crouch,75.0
997,1.83,"December 3, 1982",35000000.0,Ghana,Michael Kojo Essien,78.0
998,1.83,"August 12, 1981",35000000.0,French,Djibril Cissé,78.0
999,0,"July 15, 1976",34800000.0,Italian,Marco Di Vaio,76.0
1000,0,"September 1, 1983",33600000.0,Spanish,José Antonio Reyes Calderon,73.0
1001,1.78,"June 27, 1984",40000000.0,American,Khloé Kardashian Odom,72.0
1002,0,"March 10, 1964",40000000.0,United States,David H. Faber,0
1003,0,"June 18, 1941",36000000.0,United Kingdom,Delia Smith,0
1004,1.68," November 30, 1963",35000000.0,United States, Jill Susan Kamen ,57.0
1005,0,0,35000000.0,United States,0,0
1006,1.52,"April 18, 1979",35000000.0,American,Kourtney Mary Kardashian,49.0
1007,1.73,"December 11, 1959",30000000.0,American,Lisa D'Amico Gastineau,0
1008,1.71,"January 5, 1969",30000000.0,United States,Heather Paige Kent Dubrow,0
1009,0,0,30000000.0,Cuba,Alexia Echevarria,0
1010,0,"August 3, 1963",30000000.0,Canadian,Michael James Holmes,102.0
1011,1.52," June 19, 1962",30000000.0,American,Paula Julie Abdul,49.8
1012,0,0,30000000.0,United States,Joe Terranova,0
1013,1.87,"November 17, 1960",27000000.0,United Kingdom,Jonathan Stephen Ross,0
1014,0,"June 20, 1946",25000000.0,American,Robert Joseph Vila,0
1015,1.78,"November 23, 1960",25000000.0,American,Robin René Roberts,0
1016,0,"July 5, 1947 (",25000000.0,United States,Joseph Brown,0
1017,1.78,"September 17, 1974",25000000.0,American,Jennifer Williams,52.0
1018,0,"January 8, 1938",25000000.0,American,Robert Leland Eubanks,0
1019,1.71," November 4, 1970",25000000.0,United States,Bethenny Frankel,52.0
1020,0,1970,25000000.0,American,"Armando Montelongo, Jr. ",0
1021,1.83,"July 5, 1980",24000000.0,American,Paul DelVecchio,0
1022,0,0,23000000.0,United States,0,0
1023,0,"July 3, 1966",20000000.0,American,Sandra Lee Christiansen,0
1024,1.7,"August 25, 1931",20000000.0,American,Regis Francis Xavier Philbin,0
1025,1.91,2 July 1984,20000000.0,American,Ryan Serhant,0
1026,0,"August 22, 1944",1300000000.0,American,Paul Elliot Singer,0
1027,0,1947,1240000000.0,United States,Richard A. Hayne,0
1028,0,1929,1200000000.0,American,"Donald J. Hall, Sr.",0
1029,0,0,1200000000.0,American,Alan I. Casden,0
1030,0,0,1150000000.0,Brazilian,0,0
1031,0,1972,1100000000.0,Turkey,Hamdi Ulukaya,0
1032,0,0,1100000000.0,United States,Edward W. Stack,0
1033,0,1944,1100000000.0,United States,Nicholas J. Pritzker,0
1034,0,"May 5, 1947",1100000000.0,American,William E. Macaulay,0
1035,0,"May 15, 1963",1050000000.0,Germany,Stefan von Holtzbrinck,0
1036,0,"December 7, 1960",1050000000.0,Indian,Gautam Thapar,0
1037,0,0,1040000000.0,Japanese,Akio Nitori,0
1038,0,0,1000000000.0,American,David E. Simon,0
1039,0,January 1947,1000000000.0,Canada,Richard A. Peddie,0
1040,0,1944,1000000000.0,China,"Guizhou, China",0
1041,0,0,1000000000.0,South Africa,Quinton Van Der Burgh,0
1042,0,0,1000000000.0,Belize,Huang Maoru,0
1043,0,0,1000000000.0,French,Alain Taravella,0
1044,0,"May 3, 1956",1000000000.0,Japanese,0,0
1045,0,"March 11, 1953",950000000.0,United States,James Iovine,0
1046,0,"October 8, 1960",840000000.0,American,Wilmot Reed Hastings Jr.,0
1047,0,"Nov 19, 1935",720000000.0,American ,"John Francis Jack Welch, Jr.",0
1048,0,"November 23, 1961",600000000.0,United States,John H. Schnatter,0
1049,0,1938,600000000.0,American and Italian,Angelo R. Mozilo,0
1050,0,"February 19, 1956",600000000.0,American,Jeffrey Robert Immelt,0
1051,1.8,"September  9, 1960",80000000.0,United Kingdom,Hugh John Mungo Grant,0
1052,1.83,"November 4, 1969",77000000.0,American,Matthew David McConaughey,81.6
1053,1.85,"February 8, 1941",75000000.0,American,Nicholas King Nolte,0
1054,1.75,"June 27, 1975 ",75000000.0,United States, ,Tobias Vincent Maguire
1055,1.78,"October 8, 1970",75000000.0,United States,"Matthew Paige ""Matt"" Damon",0
1056,1.88,"March 14, 1933",75000000.0,British,Maurice Joseph Micklewhite,0
1057,1.93,"June 7, 1952",75000000.0,United Kingdom (North Ireland),Liam John Neeson,89.0
1058,1.83,"August 18, 1969 ",70000000.0,American,Edward Harrison Norton ,84.0
1059,1.91,30 July 1948,70000000.0,French,Juan Moreno y Herrera-Jiménez,90.0
1060,0," December 8, 1935",70000000.0,Indian,Dharam Singh Deol,70.0
1061,1.88,"March 30, 1937",70000000.0,American,Henry Warren Beatty,0
1062,1.78,"March 10, 1940 ",70000000.0,American,Carlos Ray Norris,0
1063,1.85,"December 4, 1949",70000000.0,American,Jeffrey Leon Bridges,0
1064,0,"June 13, 1981",70000000.0,American,Christopher Robert Evans,0
1065,1.52,"November 17, 1944",70000000.0,United States,"Daniel Michael ""Danny"" DeVito, Jr.",88.0
1066,1.8,"March 17, 1951",70000000.0,American,Kurt Vogel Russell,0
1067,1.83,"August 19, 1969",70000000.0,American-Canadian,Matthew Langford Perry ,0
1068,1.73,"September 5, 1929 ",65000000.0,American,George Robert Newhart,0
1069,1.65,"December 1, 1935",65000000.0,American,Allan Stewart Konigsberg,0
1070,1.78,"July 23, 1961 ",65000000.0,American,Woodrow Tracy Harrelson,0
1071,1.8,"December 19, 1980",65000000.0,American,Jacob Benjamin Gyllenhaal,0
1072,1.76,"December 21, 1966 ",65000000.0,"English, Canadian, American",Kiefer William Frederick Dempsey George Rufus Sutherland,0
1073,1.64,"June 9, 1961",65000000.0,Canadian-American,Michael Andrew Fox,55.0
1074,1.83,"April 3, 1958",65000000.0,American,Alexander Rae Baldwin III,0
1075,0,"December 11, 1922 ",65000000.0,India,Muhammad Yusuf Khan,0
1076,0,"September 9, 1953",17200000000.0,Russia,Alisher Burkhanovich Usmanov,0
1077,0,"September 1, 1950",17200000000.0,Azerbaijani,Vagit Yusifovich Alekperov,0
1078,0,"May 11, 1932",17200000000.0,United States,Donald L. Bren,0
1079,0,1942,17000000000.0,Chinese,He Xiangjian,0
1080,0,"November 9, 1952",17000000000.0,Russia-Finland,Gennady Nikolayevich Timchenko,0
1081,0,"August 1 , 1949",16899999999.999998,American,Ray Dalio ,0
1082,0,"January 9, 1942",16800000000.0,Korean,Lee Kun-hee,0
1083,0,0,16800000000.0,Japan,Takemitsu Takizaki,0
1084,0,0,16800000000.0,China,0,0
1085,0,"April 2, 1941",16700000000.0,German,Heinz Hermann Thiele,0
1086,0,"August 9, 1929",16700000000.0,Chinese,0,0
1087,0,"February 14, 1947",16700000000.0,American,Stephen Allen Schwarzman,0
1088,0,"August 26, 1925",16500000000.0,Chinese,Cheng Yu-Tung,0
1089,0,"April 28, 1940",16500000000.0,Indonesian-Chinese,Robert Budi Hartono ,0
1090,0,"October 24, 1954",16300000000.0,Chinese,Wang Jianlin,0
1091,0,1944,16300000000.0,United States,Thomas Peterffy ,0
1092,0,"April 10, 1957",16100000000.000002,Nigeria,Aliko Dangote,0
1093,0,"October 4, 1947",16100000000.000002,Swedish,Carl Stefan Erling Persson,0
1094,0,October 1971,15500000000.0,China,William Ding,0
1095,0,"October 24, 1966",15100000000.0,Russian,Roman Arkadyevich Abramovich,0
1096,0,"January 22, 1940",15000000000.0,American,"John R. Menard, Jr.",0
1097,0," March 7, 1955",15000000000.0,Saudi Arabia,Alwaleed Bin Talal Alsaud,0
1098,0,"April 27, 1955",14700000000.0,American,Eric Emerson Schmidt,0
